id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4504022499606115,J1GDTEiZl,【#吉林新增6例本土病例#】据吉林省卫健委通报，5月12日0-24时，全省无新增境外输入确诊病例。新增治愈出院3例（吉林市2例，长春市1例）。截至5月12日24时，全省累计报告境外输入确诊病例19例，累计治愈出院16例（吉林市9例，延边州2例，长春市4例，梅河口市1例），在院隔离治疗3例（吉林市3例）。上述境外输入确诊病例的密切接触者307人，已解除医学观察261人，正在指定地点进行隔离医学观察46人。  5月12日0-24时，全省新增本地确诊病例6例（吉林市），新增本地疑似病例1例（吉林市）。截至5月12日24时，全省累计报告本地确诊病例114例，累计治愈出院92例，在院隔离治疗21例（吉林市21例），病亡1例。现有本地确诊病例的密切接触者367人，均在指定地点进行隔离医学观察。  5月12日0-24时，全省新增无症状感染者1例（吉林市）。截至5月12日24时，全省累计报告9例无症状感染者（6例输入），其中4例已订正为确诊病例，解除隔离医学观察1例，现有无症状感染者4例。  病例1，女，1974年出生，系5月10日吉林省通报的舒兰市确诊病例9的密切接触者。住址为吉林市丰满区红旗街四合田园小区。通过密切接触者主动筛查核酸检测阳性，5月12日经省、市专家组会诊，诊断为确诊病例。  病例2，男，1979年出生，系5月10日吉林省通报的舒兰市确诊病例9的密切接触者。住址为吉林市丰满区红旗街道新城雅居。通过密切接触者主动筛查核酸检测阳性，5月12日经省、市专家组会诊，诊断为确诊病例。  病例3，女，1973年出生，系5月10日吉林省通报的舒兰市确诊病例9的密切接触者。住址为吉林市丰满区鸿博御景。通过密切接触者主动筛查核酸检测阳性，5月12日经省、市专家组会诊，诊断为确诊病例。  病例4，男，1988年出生，系5月10日吉林省通报的舒兰市确诊病例9的密切接触者。住址为吉林市丰满区红旗街温馨花园。通过密切接触者主动筛查核酸检测阳性，5月12日经省、市专家组会诊，诊断为确诊病例。  病例5，男，1976年出生，系5月11日吉林省通报的吉林市丰满区确诊病例1的密切接触者。住址为吉林市丰满区泰山街宝山路街坊小区。通过密切接触者主动筛查核酸检测阳性，5月12日经省、市专家组会诊，诊断为确诊病例。  病例6，女，1950年出生，系5月10日吉林省通报的舒兰市确诊病例10的密切接触者。住址为舒兰市滨河小区。通过密切接触者主动筛查核酸检测阳性，5月12日经省、市专家组会诊，诊断为确诊病例。  提醒广大群众，当前“外防输入，内防反弹”形势依然严峻，要进一步提高防范意识，做好个人防护，保护好自己和家人的健康。一旦出现发热、咳嗽等急性呼吸道症状，要及时到当地定点医疗机构发热门诊就诊。网页链接,,https://wx3.sinaimg.cn/large/a716fd45ly1geqgy6mx3jj214z0u0atx.jpg,,,2020-05-13,微博 weibo.com,76881,8019,1966,吉林新增6例本土病例,
4504013745409994,J1GpMmHnY,【受疫情影响，#吃不到新鲜竹子旅加大熊猫将提前归国#】由于新冠疫情暴发后难以运来足够的新鲜竹子，加拿大艾伯塔省卡尔加里动物园提前两年将两只大熊猫“二顺”和“大毛”送回中国。动物园工作人员表示，大熊猫只吃新鲜的竹子，稍微老一些或者在运送过程中有些老，大熊猫就不吃了。两只大熊猫于2014年来到加拿大，曾在多伦多动物园产下两只幼崽“加盼盼”和“加悦悦”。两只幼崽也将在今年晚些时候送还中国。吃不到新鲜竹子 旅加大熊猫受疫情影响将提前两年归国,,https://wx1.sinaimg.cn/large/a716fd45ly1geqfxy15lbj212a0r4b2a.jpg,,,2020-05-13,微博 weibo.com,415362,9794,7726,吃不到新鲜竹子旅加大熊猫将提前归国,
4504008855721074,J1GhTo0jo,"【#美国新冠病毒感染病例超过136万#，美媒称#新冠病毒仍在美国继续扩散#】据美国约翰斯·霍普金斯大学统计，截至美国东部时间5月12日晚6时，全美共报告新冠肺炎确诊1366350例，死亡82105例。过去24小时，美国新增确诊21980例，新增死亡1866例。《纽约时报》称，尽管美国每天感染人数已从4月下旬的峰值有所下降，但明尼苏达等9个州每日新增病例仍在增加，另外27个州以及华盛顿特区每日新增病例与此前基本持平。这使得全美每天新增病例仍处在很高的的水平。《华盛顿邮报》称，3月底纽约州新增病例占全美的约三分之一，目前只占约十分之一,可见新冠病毒仍在美国继续扩散。（人民日报记者张梦旭）",,https://wx2.sinaimg.cn/large/a716fd45ly1geqfcf2wgfj20ob0obk0y.jpg,,,2020-05-13,微博 weibo.com,33583,2236,1175,"美国新冠病毒感染病例超过136万,新冠病毒仍在美国继续扩散",
4503904622593182,J1DzMaSBw,【#福奇称美国实际死亡数肯定高于官方统计#】美东时间12日上午，白宫疫情应对特别小组成员、美国著名传染病学家安东尼·福奇在参加国会参议院健康、教育、劳工和养老金委员会举行的一场听证会时表示，新冠病毒在美国造成的实际死亡病例数肯定高于官方统计。福奇是在回答佛蒙特州参议员伯尼·桑德斯的提问时做出这一表态。桑德斯提出，有传染病学家认为美国实际死亡病例数比目前统计高50%，并问福奇如何看待这一说法。福奇回答称，他不知道50%这个数字是否准确，但他承认，美国实际死亡病例数肯定比现有统计数据更高。他以纽约市举例称，当地医疗系统在疫情暴发后面临严重挑战，因此有新冠感染病例可能在家中去世，他们从未接受过新冠病毒检测，因此未被计入官方统计。（胡泽曦）,,https://wx3.sinaimg.cn/large/a716fd45ly1geq3eu7vqdj20lc0cjmzt.jpg,,,2020-05-12,微博 weibo.com,39064,2661,1993,福奇称美国实际死亡数肯定高于官方统计,
4503902043035455,J1DvCcJEX,【#你好，明天#】今年的国际护士节因疫情而备受关注。广大医护工作者，义无反顾、逆行出征，有多勇毅就有多可敬；敬佑生命、不负重托，有多倾力就有多可赞。今天，全社会都在聚焦护士的光环，但也要透视护士的艰辛，关心护士的职业倦怠，更要记住：今天，怎样被感动；今后，就请怎样去尊重。 ,,https://wx2.sinaimg.cn/large/a716fd45ly1geq33wk1i1j20u01hc7su.jpg,,,2020-05-12,微博 weibo.com,7985,1121,2865,你好，明天,
4503897898929386,J1DoVBsWm,【珍藏！#8分钟金曲致敬白衣天使#，好听又感动！】一场独特的演唱会，一次真心的感谢，国际护士节到来之际，@人民日报 致敬白衣天使公益云演唱会，每首歌都为逆行者而唱。刘德华、周杰伦、林俊杰、孙燕姿、雷佳、霍尊…8分钟9首歌，#致敬白衣天使云演唱会精华版#↓↓转发，说出你的最爱！  人民日报的微博视频,,,"http://f.video.weibocdn.com/hNzj4rPdlx07DdDfu0Os01041202DwwE0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1589689745&ssig=BKPlv8gQdU&KID=unistore,video",,2020-05-12,微博视频,26524,1409,2805,"8分钟金曲致敬白衣天使,致敬白衣天使云演唱会精华版",人民日报
4503893591844913,J1DhZ7JWF,【夜读：深夜的朋友圈，藏着最真实的你我】深夜可以让自己适当“矫情”，但请别陷入情绪太久。请时刻提醒自己，那些看起来艰难的日子都会过去。没有一种人生不需要奋斗，只要你不认输，生活就拿你没办法。天亮之后又是一个崭新的日子，又是一次焕然的新生。 【夜读】深夜的朋友圈，藏着最真实的你我 ,,,,,2020-05-12,微博 weibo.com,6122,1066,2206,,
4503887320513314,J1D7S29xg,【排面！3分钟回看#20城同天亮灯致敬白衣天使#】今天，国际护士节，在北京、上海、武汉、长沙、成都、杭州、深圳、西安、昆明、沈阳、南宁、贵阳、南通、宜宾、常熟、宁波、德阳等20多个城市，在同一天内，展示了42000多名援鄂医务人员的笑脸。网友：这是#护士节最有排面的致敬#！ 人民日报的微博视频,,,"http://f.video.weibocdn.com/6UQVsIEFlx07DdAmrl4A01041200ILDY0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1589689745&ssig=uWdLmglTUC&KID=unistore,video",,2020-05-12,微博云剪,5280,635,1229,"20城同天亮灯致敬白衣天使,护士节最有排面的致敬",
4503878236051506,J1CTdpogW,【转存！#中小学疫情防控最新30个要点#】近日，国家卫健委发布中小学校新冠肺炎疫情防控技术方案（修订版）：①老师授课时不需戴口罩；②所有可能引起人员排队聚集的场所均设置1米线；③#每个宿舍居住人数原则上不超过6人#；④有条件的学校应保证学生一人一桌；⑤就餐排队时与他人保持1米距离。更多↓ ,,"https://wx4.sinaimg.cn/large/a716fd45ly1geq0dosc9bj20rs0vtwvm.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1geq0dotfb4j20rs0v0ww4.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1geq0dpl5nnj20rs0vtk8d.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1geq0dpsqmcj20rs10hwy7.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1geq0doe00rj20q40q4dpi.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1geq0doy1jdj20rs0znnf3.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1geq0dpbiifj20rs0pz162.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1geq0dpmealj20rs0uvk7s.jpg,https://wx3.sinaimg.cn/large/a716fd45ly1geq0dplftvj20rs0quaoc.jpg",,,2020-05-12,微博 weibo.com,34533,4201,3939,"中小学疫情防控最新30个要点,每个宿舍居住人数原则上不超过6人",
4503872985849810,J1CKKoxNM,【#2020中国护士抗疫图鉴#，转发，收藏！】几个月前，当所有的视线聚集到“风暴之眼”武汉时，一群逆行者，越是危险，越要冲向一线。没有他们冬日里的毅然转身，就没有今天的春暖花开。今天，国际护士节，@人民日报 联合@锦鲤青年 制作#中国护士抗疫大长图#↓↓致敬白衣天使，铭记伟大征程！ ,,"https://wx3.sinaimg.cn/large/a716fd45ly1gepzoj2snvj20rs7wg7wk.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1gepzoo15avj20rs81re85.jpg,https://wx3.sinaimg.cn/large/a716fd45ly1gepzoo9hhcj20rs90vqv9.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1gepzoppo6ij20rs8zrhdx.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1gepzojv8jcj20rs8m87wl.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1gepzop71zdj20rs807qv8.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1gepzouw1zlj20rs8syhdx.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1gepzorzme5j20rs55nb2b.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1gepzouf2m2j20rs70q1l0.jpg",,,2020-05-12,微博 weibo.com,3679,573,1887,"2020中国护士抗疫图鉴,中国护士抗疫大长图","人民日报,锦鲤青年"
4503865066021718,J1CxYpgwu,【#武汉东湖240架无人机致敬白衣战士#】11日晚，240架无人机在东湖绿道楚风园停车场徐徐升起，在空中拼成“白衣执甲”“逆行出征”“致敬天使”等字样，向战“疫”中的医护人员致敬。为避免游客聚集，当晚东湖绿道公司还安排安保人员，在现场检查游客口罩佩戴情况、维持现场秩序。长江日报的微博视频 ,,,"http://f.video.weibocdn.com/002SCtZygx07DdrAFv2o01041200ajp10E010.mp4?label=mp4_hd&template=544x960.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1589689714&ssig=zTfdv8xdiW&KID=unistore,video",,2020-05-12,微博 weibo.com,26056,1260,1664,武汉东湖240架无人机致敬白衣战士,
4503856265996983,J1CjMpa5x,【珍贵画面！#汶川地震来临时惊心动魄瞬间#】#汶川大地震12周年#之际，四川青川公布了一段影像资料，记录了汶川地震来临时惊心动魄瞬间，也记录下危急时刻的生死转移、灾难面前的大爱无疆。十二年前，我们生死不离，十二年后，这里生生不息！（王明峰）人民日报的微博视频 ,,,"http://f.video.weibocdn.com/1QhIVrH1lx07DdrTWoco01041200GXUn0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1589689744&ssig=cCWtppEzFi&KID=unistore,video",,2020-05-12,微博视频,56511,2374,6163,"汶川地震来临时惊心动魄瞬间,汶川大地震12周年",
4503849861220224,J1C9s57r2,【正在直播！#20城同时点亮42000张逆行者笑脸#】今晚，@人民日报 联动北京、上海、武汉、长沙、成都、杭州、深圳、西安等#全国20城点亮地标致敬白衣天使#，届时户外大屏将播放4.2万张援鄂医护人员笑脸，照片全部是人民日报记者在抗疫一线拍摄。幸得有你，山河无恙！正在直播↓↓ 人民日报的微博视频 .,,,"http://f.video.weibocdn.com/ej9F4W1Llx07DdvZqReM0104120hpFhE0E070.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1589689747&ssig=7Z6f72KhuK&KID=unistore,video",,2020-05-12,微博网页版,5727,685,745,"20城同时点亮42000张逆行者笑脸,全国20城点亮地标致敬白衣天使",人民日报
4503843097006548,J1BYxtoIQ,【正在直播：#中央芭蕾舞团经典作品向生命致敬#】今晚7点半，中央芭蕾舞团第十届芭蕾创意工作坊将为大家带来五部经典作品，在第109个国际护士节来临之际，向生命致敬！@人民日报 将全程直播，敬请期待！ 人民日报的微博视频 . ,,,"http://f.video.weibocdn.com/gmQ22dcslx07DdASrrAc01041203FrYP0E020.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1589689746&ssig=a7JUOduLM3&KID=unistore,video",,2020-05-12,微博网页版,3448,329,939,中央芭蕾舞团经典作品向生命致敬,人民日报
4503842265439847,J1BXcmP9t,【慢直播：#见证凉山悬崖村的搬家前夜#】对自然环境险恶的“悬崖村”而言，易地搬迁是最好选择。5月13日，经过四年脱贫攻坚努力，四川凉山勒尔社58户贫困户搭上易地扶贫搬迁项目的“顺风车”，即将搬进县城新房。今晚，@人民日报 联动@封面新闻 带您夜爬钢梯，见证搬家前夜。 人民日报的微博视频 . ,,,"http://f.video.weibocdn.com/Nn1St1Qklx07DdvcSzSU0104120CT9it0E0e0.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1589689746&ssig=FcQFdy90ay&KID=unistore,video",,2020-05-12,微博网页版,10411,920,827,见证凉山悬崖村的搬家前夜,"人民日报,封面新闻"
4503836209496902,J1BNqDQzQ,【震撼！#航拍闪电划过广州塔#】5月11日夜晚，广州迎来一场降雨天气，电闪雷鸣下，镜头捕捉到#闪电划过广州塔尖瞬间#↓↓  人民日报的微博视频 ,,,"http://f.video.weibocdn.com/fJttw1tklx07DdmpOPxu010412008m2e0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1589689725&ssig=Sz%2FxwBgPKC&KID=unistore,video",,2020-05-12,微博视频,6221,714,1212,"航拍闪电划过广州塔,闪电划过广州塔尖瞬间",
4503831549059455,J1BFUC0Mf,【最新数据：#全球新冠肺炎超415万例#】截至北京时间5月12日18时，214个国家和地区累计确诊4154730例，“钻石公主”号邮轮712例，全球新冠肺炎累计死亡286360例。其中，#美国新冠肺炎病例超134万#。转发关注#新冠肺炎疫情全球走势#↓↓ ,,https://wx2.sinaimg.cn/large/a716fd45ly1gepv0m7mgxj20u02dk1kz.jpg,,,2020-05-12,微博 weibo.com,2188,550,672,"全球新冠肺炎超415万例,美国新冠肺炎病例超134万,新冠肺炎疫情全球走势",
4503825535110763,J1BwdlrxF,【#虐待83岁老太致死保姆被刑拘#：涉嫌故意杀人罪】5月12日，江苏溧阳警方通报#83岁老太遭保姆虐待致死#案。通报称，5月3日，接到市民报警称其奶奶陈某在家中死亡。经警方侦查，5月2日，保姆虞某采取用衣被蒙住陈某头部、坐在陈某胸口、头部等手段致其死亡。目前，虞某因涉嫌故意杀人罪被刑拘。 新京报我们视频的秒拍视频,,,"http://miaopai.video.weibocdn.com/TBFTcKXhlx07DdhRouW401041200aFLU0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1589689747&ssig=%2BtE7vT4dmV&KID=unistore,video",,2020-05-12,微博 weibo.com,9301,1556,744,"虐待83岁老太致死保姆被刑拘,83岁老太遭保姆虐待致死",
4503820263485387,J1BnIeCHV,【励志后浪！#汶川地震志愿者12年后赴武汉抗疫#】汶川地震后，当时还是华西临床医学院一名学生的朱仕超，和同学们一起前往德阳一家医院当志愿者；12年后，他作为华西医院援鄂医疗队的感控专家赶赴武汉，在前线战斗了57天…看到这组对比照片后，网友说：还是那个善良的少年，只是后浪已变巨浪！四川大学华西医院的微博视频,,,"http://f.video.weibocdn.com/000TSo1Zgx07DdbKT5o301041200894x0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1589689747&ssig=%2FOyiN8pAcp&KID=unistore,video",,2020-05-12,微博 weibo.com,8503,525,1116,汶川地震志愿者12年后赴武汉抗疫,
4503814705786056,J1BeKohdu,【#绥芬河境外输入病例清零#】据新华社，5月12日下午，牡丹江医学院附属红旗医院最后4例境外输入新冠肺炎确诊病例临床治愈出院，至此，409例经绥芬河口岸入境的输入病例全部治愈出院，实现了清零。自绥芬河口岸境外输入性疫情发生以来，牡丹江市累计收治绥芬河口岸输入病例409例，其中，380例新冠肺炎确诊病例均已临床治愈出院，29名无症状感染者全部解除医学隔离观察，实现了患者零死亡。,,"https://wx4.sinaimg.cn/large/a716fd45ly1gept31th3qj20j60aamxy.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1gept31u0lej20j60ebq3n.jpg",,,2020-05-12,微博 weibo.com,5609,581,529,绥芬河境外输入病例清零,
4503810011569946,J1B7b6ApI,#汶川大地震12周年#【#经历汶川地震的少年身着戎装#】2008年，空降兵十五勇士为地震灾区撑起了生的希望，也将军营梦的种子种进了当地许多少年的心里。如今，12年过去了，当时军人们的逆行背影，仍然在影响着一代又一代人。“后来我成为了你的模样，这是对恩人最好的报答！”（中国军视网） ,,"https://wx3.sinaimg.cn/large/a716fd45ly1gepsjm9y95j20j60ed774.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1gepsjmah7jj20j60edmzr.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1gepsjmaollj20j60eddhv.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1gepsjm9i0tj20j60edmzf.jpg,https://wx3.sinaimg.cn/large/a716fd45ly1gepsjmakinj20j60edad5.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1gepsjmb4gtj20j60ed76m.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1gepsjmhn7xj20j60edwhi.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1gepsjmhvjrj20j60edtbh.jpg,https://wx3.sinaimg.cn/large/a716fd45ly1gepsjmhndaj20j60ed40t.jpg",,,2020-05-12,微博 weibo.com,20151,1120,3061,"汶川大地震12周年,经历汶川地震的少年身着戎装",
4503804140488511,J1AXI235d,#爱上中国风#【转发长知识！关于玉玺的奥秘】玉玺，专指皇帝的玉印。周朝时中国人就以印来表示信用，秦始皇时期玺和印的说法开始区分。春秋时楚人进献璞玉，被采纳并称作卞和玉，传说最早的玉玺就采用卞和玉为材料。在制造方面，有“良材虽集京师，工巧则推苏郡”之说。#制造玉玺最好的工匠在苏州#  人民日报的微博视频,,,"http://f.video.weibocdn.com/0LniNvcJlx07DddEU90s01041200UycA0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1589689748&ssig=f%2BsfSCW3dr&KID=unistore,video",,2020-05-12,微博视频,2386,461,2993,"爱上中国风,制造玉玺最好的工匠在苏州",
4503798212776071,J1AO9bEbl,【外交部：因违反检疫要求，#暂停4家澳大利亚牛肉商出口资格#】5月12日外交部例行记者会上，有记者提及“4家澳大利亚的牛肉出口商被中方禁止向中方出口牛肉”。发言人赵立坚表示，据了解，中国海关在对进口肉类产品进行查验时，连续发现澳大利亚个别企业多批次输华牛肉产品存在违反双方主管部门共同确定的检验检疫要求的情况。为保障中国消费者健康和安全，中方决定即日起暂停接受4家澳大利亚企业肉类产品的进口申报，并已经通报澳方主管部门，要求澳方全面彻底调查原因并作出整改。中国暂停澳大利亚4家牛肉商出口资格？外交部证实：已通报澳方主管部门,,https://wx3.sinaimg.cn/large/a716fd45ly1gepr5dxijfj20pa0hdtse.jpg,,,2020-05-12,微博 weibo.com,24167,1585,884,暂停4家澳大利亚牛肉商出口资格,
4503795420137830,J1AJE0zR4,【关键时刻能救命！你必须知道的#防灾减灾自救知识#】地震、台风、洪水…自然灾害随时可能发生，及时自救才更有生存希望。地震被困如何求救？高层建筑火灾怎样逃生？海啸来临有哪些征兆？…今天，#汶川大地震12周年#，又到全国“防灾减灾日”，实用防灾减灾知识↓↓现在就了解，别等到来不及！转存！ ,,"https://wx2.sinaimg.cn/large/a716fd45ly1gepqv9s3laj20go0t6juy.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1gepqv9s9oij20go0t678a.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1gepqv9se6mj20go0t6got.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1gepqv9t9mgj20go0t60y5.jpg,https://wx3.sinaimg.cn/large/a716fd45ly1gepqv9yv54j20go0t6h2p.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1gepqv9v1frj20go0t6go2.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1gepqv9wu1yj20go0t60vj.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1gepqv9xscqj20go0t60ve.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1gepqva0s9yj20go0t6goi.jpg",,,2020-05-12,微博 weibo.com,3946,572,4393,"防灾减灾自救知识,汶川大地震12周年",
4503793343672602,J1AGifppw,【定了！#黑龙江中考延至7月14日至16日#】记者从黑龙江省教育厅获悉，根据国家和省内疫情防控工作部署，为确保广大考生和涉考工作人员生命安全和身体健康，维护国家教育考试公平公正，经省招委会研究决定，2020年黑龙江省教育系统几项主要招生考试时间如下。高职院校单独招生考试时间为5月8日至6月3日。高校体育类专业术科省级统考时间为6月10日至25日，视疫情提前公布具体安排。普通高考时间为7月7日至9日。高中阶段学校招生考试（中考）时间为7月14日至16日。中职对口升学考试时间为7月18日至19日。专升本考试时间为7月18日。运动训练、武术与民族传统体育文化课和术科考试以及高校高水平运动队术科考试，按照国家体育总局有关安排进行；强基计划高校校考和高校艺术类专业现场校考，按照教育部要求安排在普通高考之后进行；全省“特岗教师”考试，视疫情情况安排在高考之后进行。（刘梦丹）,,https://wx4.sinaimg.cn/large/a716fd45ly1gepqmr90wfj20ob0obk0y.jpg,,,2020-05-12,微博 weibo.com,5437,858,476,黑龙江中考延至7月14日至16日,
4503788877503213,J1Az5vtVz,【#护士先生节日快乐#】他，刚刚做完手术不久，请战抗疫一线；他，援鄂归来一头白发，3岁的女儿竟认不出爸爸…他们，在护理岗位上默默奉献。偏见和质疑，曾让他们迷茫，但患者的认可却让他们更加坚定信心。“我的英雄梦就是帮助患者恢复健康”，国际护士节，感谢这些天使心的男护士！#天使在身边# ,,"https://wx4.sinaimg.cn/large/a716fd45ly1gepq3uiabuj20m8120to8.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1gepq3virjoj20m8120h3k.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1gepq3ugul6j20m81204d7.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1gepq3um29fj20m8120qme.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1gepq3vhgdmj20m812019z.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1gepq3uit5wj20m8120qiu.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1gepq3w4fwxj20m81201he.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1gepq3vzmzkj20m81204nv.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1gepq3vtiehj20m8120h5u.jpg",,,2020-05-12,微博 weibo.com,3872,483,3656,"护士先生节日快乐,天使在身边",
4503780542913394,J1AlEcdUe,【国际护士节，#致敬守护生命温度的90后#】曾经，他们是被保护的孩子，不论多难总有人挡在他们身前。如今，他们白衣执甲，成为守护生命新的火光。疫情之中，90后护士逆风而行，恪尽职守，从不懈怠。今天，为90后护士发条微博，谢谢你，白衣天使！#那些年你遇到的护士#深圳卫视我的白大褂的秒拍视频 ,,,"http://miaopai.video.weibocdn.com/1KdCtm1Qlx07Dd7i6e4U01041200KLcr0E013.mp4?label=mp4_720p&template=720x1280.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1589689748&ssig=Fjl3U3QHu3&KID=unistore,video",,2020-05-12,微博 weibo.com,4362,455,992,"致敬守护生命温度的90后,那些年你遇到的护士",
4503776117176186,J1Aevu6QW,【#国家卫健委已向吉林舒兰派出工作组#】国家卫健委新闻发言人、宣传司副司长米锋介绍，5月11日，境外输入确诊累计治愈出院1611例，#境外输入治愈率超95%#。近日再次出现本土散发病例和聚集性疫情。目前，国家卫健委已向吉林舒兰派出工作组。 人民日报的微博视频 ,,,"http://f.video.weibocdn.com/6UNIge1tlx07Dd613aF201041200aunb0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1589689748&ssig=MmJfEQ7qSh&KID=unistore,video",,2020-05-12,微博云剪,7986,769,495,"国家卫健委已向吉林舒兰派出工作组,境外输入治愈率超95%",
4503773587829879,J1AaqwQUn,【正在直播：#国务院联防联控机制发布会#】国务院联防联控机制15时召开新闻发布会，请参加过援鄂抗疫和长期从事传染病护理的工作者代表回答媒体提问。@人民日报 现场直播，一起关注！ 人民日报的微博视频 . ,,,"http://f.video.weibocdn.com/HewNm5kllx07Dd91Hsq40104120aES2m0E040.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1589689748&ssig=0RZ%2Bu0GuxX&KID=unistore,video",,2020-05-12,微博网页版,1174,66,245,国务院联防联控机制发布会,人民日报
4503765300367001,J1zX41xtn,【天空之城？#厦门暖夜灯柱实为反射地面夜景#】近日，厦门夜空出现奇特的“暖夜灯柱”景观。深邃夜空中仿佛出现一座“天空之城”。据气象专业人士解释，冷空气的到来使得大气中低层湿度减小，但在零度层高度以上，湿层非常深厚，形成了一个由冰晶组成的云层。这相当于一面镜子，反射了厦门岛内地面灯火通明的夜景。一手video的秒拍视频,,,"http://miaopai.video.weibocdn.com/3YLPbJi0lx07DfezWXqw01041200837B0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1589689748&ssig=zTcPdea8pC&KID=unistore,video",,2020-05-12,微博 weibo.com,8641,847,1167,厦门暖夜灯柱实为反射地面夜景,
4503755566098974,J1zHmpACy,【请一定要平安！#云南安宁森林大火北线已突破至楚雄#】9日，云南省安宁市青龙街道双湄村委会山神坝发生森林火灾。受高温大风、植被易燃等不利因素影响，火场形成北、西南等多条火线，北线已突破至楚雄州禄丰县。目前，火场共投入森林消防、消防、解放军、地方专业扑火队和干部群众3000余人。网页链接,,"https://wx1.sinaimg.cn/large/a716fd45ly1geplszjmyej20m80goabd.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1geplt3rbcgj20m80go3z0.jpg,https://wx3.sinaimg.cn/large/a716fd45ly1geplt7ojzwj20m80hhwey.jpg",,,2020-05-12,微博 weibo.com,9207,2076,2208,云南安宁森林大火北线已突破至楚雄,
